,Variable_A,Variable_B,Variable_C,Variable_D
2023-02-14,-0.8034096641738410,0.03621154870674490,-0.12762903826029500,0.01747915902505670
2023-02-15,-0.35399391125348400,-0.23455068987035500,1.423231378610540,-2.2234031522244300
2023-02-16,0.6252314510271880,0.5413235286240890,0.28694363563158900,0.052165079260974400
2023-02-17,-0.7395629963913130,-0.8520875050625210,-0.954691008447657,0.26705086934918300
2023-02-18,-0.0392828182274956,-0.41095598702751000,0.4744960122420590,-0.1715463312222480
2023-02-19,0.7717905512136670,0.3307006260933900,-1.1251406920070200,1.336527949436390
2023-02-20,-0.3691818379424440,-0.7119051509637290,-0.4095060397700420,0.6552637307225980
2023-02-21,0.640131526097592,0.7301896817111370,0.5455180432203410,-0.7380309092056890
2023-02-22,0.27992459904323800,0.37152746418092300,0.06068768513220670,0.31721821519130200
2023-02-23,0.7863279621089760,0.5327118632507150,0.2067563613711800,-0.41004969320254800
2023-02-24,-0.017020413861440600,0.16094185567725200,-0.17382772830688500,-0.04225715166064270
2023-02-25,-0.955945000492777,0.5325492804960100,0.05231670555390610,0.4814814737734620
2023-02-26,-1.5407970144446200,-1.0048306012057100,-0.8717788704825470,0.23218103620027600
2023-02-27,-0.5973160689653630,-1.3993786772329600,0.3514241728651090,-0.49331988336219400
2023-02-28,-0.5428614760167180,-0.1717806395601260,-0.9512162979857320,0.7811981017099930
2023-03-01,1.4944845444913700,0.7219405017648520,-0.7023076409981400,0.6769080350302460
2023-03-02,-0.637437025552229,-0.5774780340313160,0.8118306200201510,-0.2977908794017280
2023-03-03,-0.3090129690471220,-0.643921414202946,-0.7691116423625320,1.079618592036820
2023-03-04,-0.8133642592042030,-0.6262768905031750,0.46157248801456100,-0.5757879698130660
2023-03-05,0.14195316332078000,0.16164579626930000,-1.0207932572708800,0.6947491436560060
2023-03-06,-0.7255973784635840,-0.6142070395530610,-0.6459789630134520,0.6103793791072050
2023-03-07,-1.188859257784030,0.6117972108798600,0.09576432760731790,-0.05256729626954630
2023-03-08,-1.936279805846510,-1.4483920937398300,0.044531847002702400,0.08842208704466140
2023-03-09,-0.3108861716984720,-0.5520017672030720,2.1258808958166400,-2.77259275642665
2023-03-10,1.9559123082506900,-0.16635386588191700,0.2762557323065940,-0.3909533751876010
2023-03-11,0.49374177734918800,0.37261309618536300,-1.2870437404151300,2.0644928613593200
2023-03-12,-0.11054065723247300,-1.0634736425161200,-0.9393293641813530,1.5363770542458000
2023-03-13,0.28634368889228000,-0.1265554722411110,-1.39672382607925,1.2111452896827000
2023-03-14,0.6898181645347880,0.20707381498711600,0.34782069949559600,-0.4810271184607880
2023-03-15,2.303916697683940,0.7970943659185270,-0.5654532315020760,1.1368913626027000
2023-03-16,0.0977249677148556,0.9182988225846830,-0.08207517527290730,0.37005588784751900
2023-03-17,-1.3065268517353200,-0.15606623020990900,0.36696709980655800,-0.6801782039968500
2023-03-18,0.6663830820319140,0.992759979166745,0.7010143017964780,-1.3467175057975600
2023-03-19,0.6937731526901330,-0.09432283292989300,-1.0899142414798700,1.0777438059762600
2023-03-20,-1.1268258087567400,0.0008841278789124550,-0.10536231598437600,0.094351589317074
2023-03-21,-0.042171451290578900,0.22691474752669200,0.41503765727173900,-0.10730527629117500
2023-03-22,-0.7196043885517930,0.02590078006252630,0.03809932765238890,-0.8909150829955280
2023-03-23,-1.1573552591908500,-0.06395821520404320,-1.7776739670276000,2.2567234972982100
2023-03-24,-0.7047002758562340,-0.8067317609076430,0.490320732014583,-1.188944955203740
2023-03-25,0.7732529774026000,0.1744676782123490,-0.18893641067941600,0.6063195243593810
2023-03-26,-1.7558905834377200,-0.44664728605463400,-1.3279784453043000,1.6595507961898700
2023-03-27,1.068509399316010,-0.7935548468294620,0.7086628847194470,-1.2140774030941200
2023-03-28,-0.4409226322925910,0.5362027251403070,-0.17477756967164900,0.15670385527236400
2023-03-29,0.5785214977288780,0.5658267809682310,1.140072006929540,-1.4377914738015800
2023-03-30,1.3645318481024700,0.6594139437211180,0.24711581916588700,-0.5211893123011110
2023-03-31,-1.8430695501566500,-0.8112809471997380,-1.3480937252804400,0.6203582983435130
2023-04-01,0.698457149107336,-0.16573906710082000,-0.07498192124462750,0.339964983801262
2023-04-02,-0.01568211160255480,-0.18281273809583000,0.40810754712502800,-0.3948495140334500
2023-04-03,-0.26773353689396600,0.4162754006632040,0.6293242191513420,-0.9931236109295810
2023-04-04,0.8416312640736360,1.0698266181999300,-0.6708967295982500,0.49383677628095600
2023-04-05,0.6433144650629280,1.6697692588132500,-0.5105912052521400,0.8801789120807820
2023-04-06,-1.6981058194322500,-0.8860152428563350,0.8295254506055990,-1.0225068436356000
2023-04-07,0.0386305518401881,-0.30996120748240800,0.8892746404142480,-1.4718350074635900
2023-04-08,1.6481349322075600,0.5669504831337850,0.09085312918794660,-0.2226751005151550
2023-04-09,-0.35343174875719900,-0.685736812022282,0.25399759751084000,-0.7614922118116230
2023-04-10,0.8579239242923360,0.39003458417574300,-0.6503630852490610,0.852551939461232
